Entry,Entry Name
Q8WVM0,TFB1M_HUMAN
Q8WVM7,STAG1_HUMAN
Q8WVM8,SCFD1_HUMAN
Q8WVN6,SCTM1_HUMAN
Q8WVN8,UB2Q2_HUMAN
Q8WVP5,TP8L1_HUMAN
Q8WVP7,LMBR1_HUMAN
Q8WVQ1,CANT1_HUMAN
Q8WVR3,TPC14_HUMAN
Q8WVS4,DC2I1_HUMAN
Q8WVT3,TPC12_HUMAN
Q8WVV4,POF1B_HUMAN
Q8WVV5,BT2A2_HUMAN
Q8WVV9,HNRLL_HUMAN
Q8WVX3,CD003_HUMAN
Q8WVX9,FACR1_HUMAN
Q8WVY7,UBCP1_HUMAN
Q8WVZ1,ZDH19_HUMAN
Q8WVZ9,KBTB7_HUMAN
Q8WW01,SEN15_HUMAN
Q8WW12,PCNP_HUMAN
Q8WW22,DNJA4_HUMAN
Q8WW24,TEKT4_HUMAN
Q8WW34,TM239_HUMAN
Q8WW35,DYT2B_HUMAN
Q8WW38,FOG2_HUMAN
Q8WW43,APH1B_HUMAN
Q8WWA0,ITLN1_HUMAN
Q8WWB3,DYDC1_HUMAN
Q8WWB5,PIHD2_HUMAN
Q8WWB7,GLMP_HUMAN
Q8WWC4,MAIP1_HUMAN
Q8WWF3,SSMM1_HUMAN
Q8WWF5,ZNRF4_HUMAN
Q8WWG9,KCNE4_HUMAN
Q8WWH4,ASZ1_HUMAN
Q8WWH5,TRUB1_HUMAN
Q8WWI1,LMO7_HUMAN
Q8WWI5,CTL1_HUMAN
Q8WWK9,CKAP2_HUMAN
Q8WWL2,SPIR2_HUMAN
Q8WWL7,CCNB3_HUMAN
Q8WWM7,ATX2L_HUMAN
Q8WWM9,CYGB_HUMAN
Q8WWN8,ARAP3_HUMAN
Q8WWN9,ICEF1_HUMAN
Q8WWP7,GIMA1_HUMAN
Q8WWQ0,PHIP_HUMAN
Q8WWQ2,HPSE2_HUMAN
Q8WWQ8,STAB2_HUMAN
Q8WWR8,NEUR4_HUMAN
Q8WWT9,S13A3_HUMAN
Q8WWU5,TCP11_HUMAN
Q8WWV3,RT4I1_HUMAN
Q8WWV6,FCAMR_HUMAN
Q8WWW0,RASF5_HUMAN
Q8WWX8,SC5AB_HUMAN
Q8WWX9,SELM_HUMAN
Q8WWY3,PRP31_HUMAN
Q8WWY6,MB3L1_HUMAN
Q8WWY8,LIPH_HUMAN
Q8WWZ1,IL1FA_HUMAN
Q8WWZ3,EDAD_HUMAN
Q8WWZ4,ABCAA_HUMAN
Q8WWZ7,ABCA5_HUMAN
Q8WWZ8,OIT3_HUMAN
Q8WX92,NELFB_HUMAN
Q8WX93,PALLD_HUMAN
Q8WX94,NALP7_HUMAN
Q8WXA3,RUFY2_HUMAN
Q8WXA8,5HT3C_HUMAN
Q8WXA9,SREK1_HUMAN
Q8WXB1,MT21A_HUMAN
Q8WXC3,PYDC1_HUMAN
Q8WXC6,CSN9_HUMAN
Q8WXD0,RXFP2_HUMAN
Q8WXD2,SCG3_HUMAN
Q8WXD5,GEMI6_HUMAN
Q8WXE1,ATRIP_HUMAN
Q8WXE9,STON2_HUMAN
Q8WXF0,SRS12_HUMAN
Q8WXF1,PSPC1_HUMAN
Q8WXF3,REL3_HUMAN
Q8WXF7,ATLA1_HUMAN
Q8WXF8,DEDD2_HUMAN
Q8WXG1,RSAD2_HUMAN
Q8WXG6,MADD_HUMAN
Q8WXG8,S100Z_HUMAN
Q8WXG9,AGRV1_HUMAN
Q8WXH0,SYNE2_HUMAN
Q8WXH2,JPH3_HUMAN
Q8WXH5,SOCS4_HUMAN
Q8WXI2,CNKR2_HUMAN
Q8WXI3,ASB10_HUMAN
Q8WXI4,ACO11_HUMAN
Q8WXI7,MUC16_HUMAN
Q8WXI8,CLC4D_HUMAN
Q8WXI9,P66B_HUMAN
Q8WXK1,ASB15_HUMAN
Q8WXK3,ASB13_HUMAN
Q8WXK4,ASB12_HUMAN
Q8WXR4,MYO3B_HUMAN
Q8WXS3,BAALC_HUMAN
Q8WXS5,CCG8_HUMAN
Q8WXS8,ATS14_HUMAN
Q8WXU2,DAAF4_HUMAN
Q8WXW3,PIBF1_HUMAN
Q8WXX0,DYH7_HUMAN
Q8WXX5,DNJC9_HUMAN
Q8WXX7,AUTS2_HUMAN
Q8WY07,CTR3_HUMAN
Q8WY21,SORC1_HUMAN
Q8WY36,BBX_HUMAN
Q8WY41,NANO1_HUMAN
Q8WY54,PPM1E_HUMAN
Q8WY64,MYLIP_HUMAN
Q8WY91,THAP4_HUMAN
Q8WY98,TM234_HUMAN
Q8WYA0,IFT81_HUMAN
Q8WYA1,BMAL2_HUMAN
Q8WYA6,CTBL1_HUMAN
Q8WYB5,KAT6B_HUMAN
Q8WYH8,ING5_HUMAN
Q8WYJ6,SEPT1_HUMAN
Q8WYK0,ACO12_HUMAN
Q8WYK2,JDP2_HUMAN
Q8WYL5,SSH1_HUMAN
Q8WYN0,ATG4A_HUMAN
Q8WYP3,RIN2_HUMAN
Q8WYP5,ELYS_HUMAN
Q8WYQ3,CHC10_HUMAN
Q8WYQ5,DGCR8_HUMAN
Q8WYR1,PI3R5_HUMAN
Q8WYR4,RSPH1_HUMAN
Q8WZ04,TOMT_HUMAN
Q8WZ19,BACD1_HUMAN
Q8WZ42,TITIN_HUMAN
Q8WZ55,BSND_HUMAN
Q8WZ59,TM190_HUMAN
Q8WZ73,RFFL_HUMAN
Q8WZ74,CTTB2_HUMAN
Q8WZ75,ROBO4_HUMAN
Q8WZA1,PMGT1_HUMAN
Q8WZA2,RPGF4_HUMAN
Q92185,SIA8A_HUMAN
Q92186,SIA8B_HUMAN
Q92187,SIA8D_HUMAN
Q92466,DDB2_HUMAN
Q92481,AP2B_HUMAN
Q92482,AQP3_HUMAN
Q92484,ASM3A_HUMAN
Q92485,ASM3B_HUMAN
Q92496,FHR4_HUMAN
Q92499,DDX1_HUMAN
Q92502,STAR8_HUMAN
Q92503,S14L1_HUMAN
Q92504,S39A7_HUMAN
Q92506,DHB8_HUMAN
Q92508,PIEZ1_HUMAN
Q92519,TRIB2_HUMAN
Q92520,FAM3C_HUMAN
Q92521,PIGB_HUMAN
Q92522,H1X_HUMAN
Q92523,CPT1B_HUMAN
Q92526,TCPW_HUMAN
Q92529,SHC3_HUMAN
Q92530,PSMF1_HUMAN
Q92535,PIGC_HUMAN
Q92536,YLAT2_HUMAN
Q92537,SUSD6_HUMAN
Q92538,GBF1_HUMAN
Q92539,LPIN2_HUMAN
Q92540,SMG7_HUMAN
Q92541,RTF1_HUMAN
Q92542,NICA_HUMAN
Q92543,SNX19_HUMAN
Q92544,TM9S4_HUMAN
Q92546,RGP1_HUMAN
Q92547,TOPB1_HUMAN
Q92551,IP6K1_HUMAN
Q92552,RT27_HUMAN
Q92556,ELMO1_HUMAN
Q92558,WASF1_HUMAN
Q92560,BAP1_HUMAN
Q92562,FIG4_HUMAN
Q92563,TICN2_HUMAN
Q92564,DCNL4_HUMAN
Q92565,RPGF5_HUMAN
Q92567,F168A_HUMAN
Q92569,P55G_HUMAN
Q92570,NR4A3_HUMAN
Q92572,AP3S1_HUMAN
Q92574,TSC1_HUMAN
Q92575,UBXN4_HUMAN
Q92581,SL9A6_HUMAN
Q92583,CCL17_HUMAN
Q92585,MAML1_HUMAN
Q92597,NDRG1_HUMAN
Q92598,HS105_HUMAN
Q92599,SEPT8_HUMAN
Q92600,CNOT9_HUMAN
Q92604,LGAT1_HUMAN
Q92608,DOCK2_HUMAN
Q92609,TBCD5_HUMAN
Q92611,EDEM1_HUMAN
Q92613,JADE3_HUMAN
Q92614,MY18A_HUMAN
Q92615,LAR4B_HUMAN
Q92616,GCN1_HUMAN
Q92618,ZN516_HUMAN
Q92619,HMHA1_HUMAN
Q92620,PRP16_HUMAN
Q92621,NU205_HUMAN
Q92622,RUBIC_HUMAN
Q92624,APBP2_HUMAN
Q92625,ANS1A_HUMAN
Q92626,PXDN_HUMAN
Q92629,SGCD_HUMAN
Q92630,DYRK2_HUMAN
Q92633,LPAR1_HUMAN
Q92636,FAN_HUMAN
Q92637,FCGRB_HUMAN
Q92643,GPI8_HUMAN
Q92665,RT31_HUMAN
Q92667,AKAP1_HUMAN
Q92673,SORL_HUMAN
Q92674,CENPI_HUMAN
Q92681,RSCA1_HUMAN
Q92685,ALG3_HUMAN
Q92686,NEUG_HUMAN
Q92688,AN32B_HUMAN
Q92692,NECT2_HUMAN
Q92696,PGTA_HUMAN
Q92698,RAD54_HUMAN
Q92729,PTPRU_HUMAN
Q92730,RND1_HUMAN
Q92731,ESR2_HUMAN
Q92733,PRCC_HUMAN
Q92734,TFG_HUMAN
Q92736,RYR2_HUMAN
Q92737,RSLAA_HUMAN
Q92738,US6NL_HUMAN
Q92743,HTRA1_HUMAN
Q92748,THRSP_HUMAN
Q92750,TAF4B_HUMAN
Q92752,TENR_HUMAN
Q92753,RORB_HUMAN
Q92754,AP2C_HUMAN
Q92759,TF2H4_HUMAN
Q92764,KRT35_HUMAN
Q92765,SFRP3_HUMAN
Q92766,RREB1_HUMAN
Q92769,HDAC2_HUMAN
Q92772,CDKL2_HUMAN
Q92777,SYN2_HUMAN
Q92781,RDH5_HUMAN
Q92782,DPF1_HUMAN
Q92783,STAM1_HUMAN
Q92784,DPF3_HUMAN
Q92785,REQU_HUMAN
Q92786,PROX1_HUMAN
Q92791,SC65_HUMAN
Q92793,CBP_HUMAN
Q92794,KAT6A_HUMAN
Q92796,DLG3_HUMAN
Q92797,SYMPK_HUMAN
Q92800,EZH1_HUMAN
Q92802,N42L2_HUMAN
Q92804,RBP56_HUMAN
Q92805,GOGA1_HUMAN
Q92813,IOD2_HUMAN
Q92817,EVPL_HUMAN
Q92819,HYAS2_HUMAN
Q92820,GGH_HUMAN
Q92823,NRCAM_HUMAN
Q92824,PCSK5_HUMAN
Q92826,HXB13_HUMAN
Q92830,KAT2A_HUMAN
Q92831,KAT2B_HUMAN
Q92832,NELL1_HUMAN
Q92833,JARD2_HUMAN
Q92834,RPGR_HUMAN
Q92835,SHIP1_HUMAN
Q92837,FRAT1_HUMAN
Q92838,EDA_HUMAN
Q92839,HYAS1_HUMAN
Q92841,DDX17_HUMAN
Q92843,B2CL2_HUMAN
Q92844,TANK_HUMAN
Q92845,KIFA3_HUMAN
Q92847,GHSR_HUMAN
Q92851,CASPA_HUMAN
Q92854,SEM4D_HUMAN
Q92858,ATOH1_HUMAN
Q92859,NEO1_HUMAN
Q92870,APBB2_HUMAN
Q92871,PMM1_HUMAN
Q92874,DNSL2_HUMAN
Q92876,KLK6_HUMAN
Q92878,RAD50_HUMAN
Q92879,CELF1_HUMAN
Q92882,OSTF1_HUMAN
Q92886,NGN1_HUMAN
Q92887,MRP2_HUMAN
Q92888,ARHG1_HUMAN
Q92889,XPF_HUMAN
Q92890,UFD1_HUMAN
Q92896,GSLG1_HUMAN
Q92900,RENT1_HUMAN
Q92902,HPS1_HUMAN
Q92903,CDS1_HUMAN
Q92904,DAZL_HUMAN
Q92905,CSN5_HUMAN
Q92908,GATA6_HUMAN
Q92911,SC5A5_HUMAN
Q92913,FGF13_HUMAN
Q92915,FGF14_HUMAN
Q92917,GPKOW_HUMAN
Q92918,M4K1_HUMAN
Q92922,SMRC1_HUMAN
Q92925,SMRD2_HUMAN
Q92930,RAB8B_HUMAN
Q92932,PTPR2_HUMAN
Q92934,BAD_HUMAN
Q92935,EXTL1_HUMAN
Q92945,FUBP2_HUMAN
Q92947,GCDH_HUMAN
Q92949,FOXJ1_HUMAN
Q92952,KCNN1_HUMAN
Q92953,KCNB2_HUMAN
Q92954,PRG4_HUMAN
Q92956,TNR14_HUMAN
Q92959,SO2A1_HUMAN
Q92963,RIT1_HUMAN
Q92966,SNPC3_HUMAN
Q92968,PEX13_HUMAN
Q92973,TNPO1_HUMAN
Q92974,ARHG2_HUMAN
Q92979,NEP1_HUMAN
Q92982,NINJ1_HUMAN
Q92985,IRF7_HUMAN
Q92988,DLX4_HUMAN
Q92989,CLP1_HUMAN
Q92990,GLMN_HUMAN
Q92993,KAT5_HUMAN
Q92994,TF3B_HUMAN
Q92995,UBP13_HUMAN
Q92997,DVL3_HUMAN
Q93008,USP9X_HUMAN
Q93009,UBP7_HUMAN
Q93015,NAA80_HUMAN
Q93033,IGSF2_HUMAN
Q93034,CUL5_HUMAN
Q93038,TNR25_HUMAN
Q93045,STMN2_HUMAN
Q93050,VPP1_HUMAN
Q93052,LPP_HUMAN
Q93062,RBPMS_HUMAN
Q93063,EXT2_HUMAN
Q93070,NAR4_HUMAN
Q93074,MED12_HUMAN
Q93077,H2A1C_HUMAN
Q93079,H2B1H_HUMAN
Q93084,AT2A3_HUMAN
Q93086,P2RX5_HUMAN
Q93088,BHMT1_HUMAN
Q93091,RNAS6_HUMAN
Q93096,TP4A1_HUMAN
Q93097,WNT2B_HUMAN
Q93098,WNT8B_HUMAN
Q93099,HGD_HUMAN
Q93100,KPBB_HUMAN
Q95460,HMR1_HUMAN
Q969D9,TSLP_HUMAN
Q969E2,SCAM4_HUMAN
Q969E3,UCN3_HUMAN
Q969E8,TSR2_HUMAN
Q969F0,FATE1_HUMAN
Q969F1,TF3C6_HUMAN
Q969F2,NKD2_HUMAN
Q969F8,KISSR_HUMAN
Q969F9,HPS3_HUMAN
Q969G2,LHX4_HUMAN
Q969G3,SMCE1_HUMAN
Q969G5,CAVN3_HUMAN
Q969G6,RIFK_HUMAN
Q969G9,NKD1_HUMAN
Q969H0,FBXW7_HUMAN
Q969H4,CNKR1_HUMAN
Q969H6,POP5_HUMAN
Q969H8,MYDGF_HUMAN
Q969I6,S38A4_HUMAN
Q969J2,ZKSC4_HUMAN
Q969J3,BORC5_HUMAN
Q969J5,I22R2_HUMAN
Q969K3,RNF34_HUMAN
Q969K4,ABTB1_HUMAN
Q969K7,TMM54_HUMAN
Q969L2,MAL2_HUMAN
Q969L4,LSM10_HUMAN
Q969M3,YIPF5_HUMAN
Q969M7,UBE2F_HUMAN
Q969N2,PIGT_HUMAN
Q969P0,IGSF8_HUMAN
Q969P5,FBX32_HUMAN
Q969P6,TOP1M_HUMAN
Q969Q1,TRI63_HUMAN
Q969Q5,RAB24_HUMAN
Q969Q6,P2R3C_HUMAN
Q969R2,OSBP2_HUMAN
Q969R5,LMBL2_HUMAN
Q969R8,ITFG2_HUMAN
Q969S0,S35B4_HUMAN
Q969S2,NEIL2_HUMAN
Q969S3,ZN622_HUMAN
Q969S6,TM203_HUMAN
Q969S8,HDA10_HUMAN
Q969S9,RRF2M_HUMAN
Q969T4,UB2E3_HUMAN
Q969T7,5NT3B_HUMAN
Q969T9,WBP2_HUMAN
Q969U6,FBXW5_HUMAN
Q969U7,PSMG2_HUMAN
Q969V3,NCLN_HUMAN
Q969V4,TEKT1_HUMAN
Q969V5,MUL1_HUMAN
Q969V6,MRTFA_HUMAN
Q969W0,SPTSA_HUMAN
Q969W1,ZDH16_HUMAN
Q969W9,PMEPA_HUMAN
Q969X0,RIPL2_HUMAN
Q969X1,LFG3_HUMAN
Q969X2,SIA7F_HUMAN
Q969X5,ERGI1_HUMAN
Q969X6,UTP4_HUMAN
Q969Y2,GTPB3_HUMAN
Q969Z0,FAKD4_HUMAN
Q969Z3,MARC2_HUMAN
Q969Z4,TR19L_HUMAN
Q96A08,H2B1A_HUMAN
Q96A09,TET5B_HUMAN
Q96A11,G3ST3_HUMAN
Q96A25,T106A_HUMAN
Q96A26,F162A_HUMAN
Q96A29,FUCT1_HUMAN
Q96A32,MYL11_HUMAN
Q96A33,CCD47_HUMAN
Q96A37,RN166_HUMAN
Q96A44,SPSB4_HUMAN
Q96A49,SYAP1_HUMAN
Q96A54,PAQR1_HUMAN
Q96A56,T53I1_HUMAN
Q96A57,TM230_HUMAN
Q96A58,RERG_HUMAN
Q96A59,MALD3_HUMAN
Q96A61,TRI52_HUMAN
Q96A65,EXOC4_HUMAN
Q96A70,AZIN2_HUMAN
Q96A72,MGN2_HUMAN
Q96A83,COQA1_HUMAN
Q96AA3,RFT1_HUMAN
Q96AA8,JKIP2_HUMAN
Q96AB6,NTAN1_HUMAN
Q96AC1,FERM2_HUMAN
Q96AD5,PLPL2_HUMAN
Q96AE4,FUBP1_HUMAN
Q96AE7,TTC17_HUMAN
Q96AG3,S2546_HUMAN
Q96AG4,LRC59_HUMAN
Q96AH0,SOSB2_HUMAN
Q96AH8,RAB7B_HUMAN
Q96AJ1,CLUA1_HUMAN
Q96AJ9,VTI1A_HUMAN
Q96AK3,ABC3D_HUMAN
Q96AN5,TM143_HUMAN
Q96AP0,ACD_HUMAN
Q96AP4,ZUP1_HUMAN
Q96AP7,ESAM_HUMAN
Q96AQ6,PBIP1_HUMAN
Q96AQ7,CIDEC_HUMAN
Q96AQ8,MCUR1_HUMAN
Q96AT9,RPE_HUMAN
Q96AV8,E2F7_HUMAN
Q96AW1,VOPP1_HUMAN
Q96AX1,VP33A_HUMAN
Q96AX2,RAB37_HUMAN
Q96AX9,MIB2_HUMAN
Q96AY2,EME1_HUMAN
Q96AY3,FKB10_HUMAN
Q96AY4,TTC28_HUMAN
Q96AZ1,EFMT3_HUMAN
Q96AZ6,ISG20_HUMAN
Q96B01,R51A1_HUMAN
Q96B02,UBE2W_HUMAN
Q96B18,DACT3_HUMAN
Q96B21,TM45B_HUMAN
Q96B23,CR025_HUMAN
Q96B26,EXOS8_HUMAN
Q96B36,AKTS1_HUMAN
Q96B42,TMM18_HUMAN
Q96B49,TOM6_HUMAN
Q96B67,ARRD3_HUMAN
Q96B86,RGMA_HUMAN
Q96B96,LDAF1_HUMAN
Q96B97,SH3K1_HUMAN
Q96BA8,CR3L1_HUMAN
Q96BD0,SO4A1_HUMAN
Q96BD5,PF21A_HUMAN
Q96BD6,SPSB1_HUMAN
Q96BD8,SKA1_HUMAN
Q96BF3,TMIG2_HUMAN
Q96BF6,NACC2_HUMAN
Q96BH1,RNF25_HUMAN
Q96BI1,S22AI_HUMAN
Q96BI3,APH1A_HUMAN
Q96BJ3,AIDA_HUMAN
Q96BK5,PINX1_HUMAN
Q96BM1,ANKR9_HUMAN
Q96BM9,ARL8A_HUMAN
Q96BN2,TADA1_HUMAN
Q96BN8,OTUL_HUMAN
Q96BP2,CHCH1_HUMAN
Q96BP3,PPWD1_HUMAN
Q96BR1,SGK3_HUMAN
Q96BR5,COA7_HUMAN
Q96BR6,ZN669_HUMAN
Q96BR9,ZBT8A_HUMAN
Q96BS2,CHP3_HUMAN
Q96BT3,CENPT_HUMAN
Q96BT7,ALKB8_HUMAN
Q96BW1,UPP_HUMAN
Q96BW9,TAM41_HUMAN
Q96BY2,MOAP1_HUMAN
Q96BY6,DOC10_HUMAN
Q96BY7,ATG2B_HUMAN
Q96BY9,SARAF_HUMAN
Q96BZ4,PLD4_HUMAN
Q96BZ8,LENG1_HUMAN
Q96BZ9,TBC20_HUMAN
Q96C00,ZBTB9_HUMAN
Q96C03,MID49_HUMAN
Q96C10,DHX58_HUMAN
Q96C11,FGGY_HUMAN
Q96C12,ARMC5_HUMAN
Q96C23,GALM_HUMAN
Q96C24,SYTL4_HUMAN
Q96C36,P5CR2_HUMAN
Q96C45,ULK4_HUMAN
Q96C55,ZN524_HUMAN
Q96C74,ROP1L_HUMAN
Q96C86,DCPS_HUMAN
Q96C92,ENTR1_HUMAN
Q96CA5,BIRC7_HUMAN
Q96CB8,INT12_HUMAN
Q96CB9,NSUN4_HUMAN
Q96CC6,RHDF1_HUMAN
Q96CD2,COAC_HUMAN
Q96CE8,T4S18_HUMAN
Q96CF2,CHM4C_HUMAN
Q96CG3,TIFA_HUMAN
Q96CG8,CTHR1_HUMAN
Q96CJ1,EAF2_HUMAN
Q96CK0,ZN653_HUMAN
Q96CM3,RUSD4_HUMAN
Q96CM8,ACSF2_HUMAN
Q96CN4,EVI5L_HUMAN
Q96CN5,LRC45_HUMAN
Q96CN9,GCC1_HUMAN
Q96CP6,ASTRA_HUMAN
Q96CP7,TLCD1_HUMAN
Q96CQ1,S2536_HUMAN
Q96CS2,HAUS1_HUMAN
Q96CS3,FAF2_HUMAN
Q96CS7,PKHB2_HUMAN
Q96CT7,CC124_HUMAN
Q96CU9,FXRD1_HUMAN
Q96CV9,OPTN_HUMAN
Q96CW1,AP2M1_HUMAN
Q96CW5,GCP3_HUMAN
Q96CW9,NTNG2_HUMAN
Q96D03,DDT4L_HUMAN
Q96D05,F241B_HUMAN
Q96D09,GASP2_HUMAN
Q96D15,RCN3_HUMAN
Q96D21,RHES_HUMAN
Q96D31,CRCM1_HUMAN
Q96D42,HAVR1_HUMAN
Q96D46,NMD3_HUMAN
Q96D53,COQ8B_HUMAN
Q96D59,RN183_HUMAN
Q96D71,REPS1_HUMAN
Q96D96,HVCN1_HUMAN
Q96D98,EID2B_HUMAN
Q96DA2,RB39B_HUMAN
Q96DA6,TIM14_HUMAN
Q96DB2,HDA11_HUMAN
Q96DB5,RMD1_HUMAN
Q96DB9,FXYD5_HUMAN
Q96DC9,OTUB2_HUMAN
Q96DE0,NUD16_HUMAN
Q96DE5,APC16_HUMAN
Q96DF8,ESS2_HUMAN
Q96DG6,CMBL_HUMAN
Q96DH6,MSI2H_HUMAN
Q96DI7,SNR40_HUMAN
Q96DM3,RMC1_HUMAN
Q96DN0,ERP27_HUMAN
Q96DN2,VWCE_HUMAN
Q96DN5,TBC31_HUMAN
Q96DP5,FMT_HUMAN
Q96DR4,STAR4_HUMAN
Q96DR5,BPIA2_HUMAN
Q96DR7,ARHGQ_HUMAN
Q96DR8,MUCL1_HUMAN
Q96DT5,DYH11_HUMAN
Q96DT6,ATG4C_HUMAN
Q96DT7,ZBT10_HUMAN
Q96DU3,SLAF6_HUMAN
Q96DU7,IP3KC_HUMAN
Q96DV4,RM38_HUMAN
Q96DW6,S2538_HUMAN
Q96DX5,ASB9_HUMAN
Q96DX7,TRI44_HUMAN
Q96DX8,RTP4_HUMAN
Q96DZ1,ERLEC_HUMAN
Q96DZ5,CLIP3_HUMAN
Q96DZ7,T4S19_HUMAN
Q96DZ9,CKLF5_HUMAN
Q96E09,PBIR1_HUMAN
Q96E11,RRFM_HUMAN
Q96E14,RMI2_HUMAN
Q96E17,RAB3C_HUMAN
Q96E22,NGBR_HUMAN
Q96E29,MTEF3_HUMAN
Q96E35,ZMY19_HUMAN
Q96E40,SACA9_HUMAN
Q96E52,OMA1_HUMAN
Q96E93,KLRG1_HUMAN
Q96EA4,SPDLY_HUMAN
Q96EB1,ELP4_HUMAN
Q96EB6,SIR1_HUMAN
Q96EC8,YIPF6_HUMAN
Q96ED9,HOOK2_HUMAN
Q96EE3,SEH1_HUMAN
Q96EF0,MTMR8_HUMAN
Q96EF6,FBX17_HUMAN
Q96EG1,ARSG_HUMAN
Q96EG3,ZN837_HUMAN
Q96EH3,MASU1_HUMAN
Q96EK4,THA11_HUMAN
Q96EK5,KBP_HUMAN
Q96EK6,GNA1_HUMAN
Q96EL1,INKA1_HUMAN
Q96EL3,RM53_HUMAN
Q96EM0,T3HPD_HUMAN
Q96EN8,MOCOS_HUMAN
Q96EP0,RNF31_HUMAN
Q96EP1,CHFR_HUMAN
Q96EP5,DAZP1_HUMAN
Q96EP9,NTCP4_HUMAN
Q96EQ0,SGTB_HUMAN
Q96EQ8,RN125_HUMAN
Q96ER9,MITOK_HUMAN
Q96ES7,SGF29_HUMAN
Q96EU6,RRP36_HUMAN
Q96EU7,C1GLC_HUMAN
Q96EV8,DTBP1_HUMAN
Q96EW2,HBAP1_HUMAN
Q96EX3,DC2I2_HUMAN
Q96EY1,DNJA3_HUMAN
Q96EY4,TMA16_HUMAN
Q96EY5,MB12A_HUMAN
Q96EY7,PTCD3_HUMAN
Q96EY8,MMAB_HUMAN
Q96EZ8,MCRS1_HUMAN
Q96F05,CK024_HUMAN
Q96F07,CYFP2_HUMAN
Q96F10,SAT2_HUMAN
Q96F15,GIMA5_HUMAN
Q96F24,NRBF2_HUMAN
Q96F25,ALG14_HUMAN
Q96F44,TRI11_HUMAN
Q96F45,ZN503_HUMAN
Q96F46,I17RA_HUMAN
Q96F81,DISP1_HUMAN
Q96F85,CNRP1_HUMAN
Q96F86,EDC3_HUMAN
Q96FA3,PELI1_HUMAN
Q96FC9,DDX11_HUMAN
Q96FE5,LIGO1_HUMAN
Q96FE7,P3IP1_HUMAN
Q96FF9,CDCA5_HUMAN
Q96FG2,ELMD3_HUMAN
Q96FI4,NEIL1_HUMAN
Q96FJ0,STALP_HUMAN
Q96FJ2,DYL2_HUMAN
Q96FL8,S47A1_HUMAN
Q96FL9,GLT14_HUMAN
Q96FM1,PGAP3_HUMAN
Q96FN4,CPNE2_HUMAN
Q96FQ6,S10AG_HUMAN
Q96FS4,SIPA1_HUMAN
Q96FT7,ASIC4_HUMAN
Q96FT9,IFT43_HUMAN
Q96FV9,THOC1_HUMAN
Q96FW1,OTUB1_HUMAN
Q96FX2,DPH3_HUMAN
Q96FX7,TRM61_HUMAN
Q96FX8,PERP_HUMAN
Q96FZ2,HMCES_HUMAN
Q96FZ5,CKLF7_HUMAN
Q96FZ7,CHMP6_HUMAN
Q96G01,BICD1_HUMAN
Q96G03,PGM2_HUMAN
Q96G04,EF2KT_HUMAN
Q96G21,IMP4_HUMAN
Q96G23,CERS2_HUMAN
Q96G25,MED8_HUMAN
Q96G28,CFA36_HUMAN
Q96G30,MRAP2_HUMAN
Q96G42,KLD7B_HUMAN
Q96G46,DUS3L_HUMAN
Q96G61,NUD11_HUMAN
Q96G74,OTUD5_HUMAN
Q96G75,RMD5B_HUMAN
Q96G79,S35A4_HUMAN
Q96G91,P2Y11_HUMAN
Q96G97,BSCL2_HUMAN
Q96GA7,SDSL_HUMAN
Q96GC6,ZN274_HUMAN
Q96GC9,VMP1_HUMAN
Q96GD0,PLPP_HUMAN
Q96GD3,SCMH1_HUMAN
Q96GD4,AURKB_HUMAN
Q96GE4,CEP95_HUMAN
Q96GF1,RN185_HUMAN
Q96GG9,DCNL1_HUMAN
Q96GJ1,TRM2B_HUMAN
Q96GL9,F163A_HUMAN
Q96GM1,PLPR2_HUMAN
Q96GM5,SMRD1_HUMAN
Q96GM8,TOE1_HUMAN
Q96GN5,CDA7L_HUMAN
Q96GP6,SREC2_HUMAN
Q96GQ5,RUSF1_HUMAN
Q96GQ7,DDX27_HUMAN
Q96GR2,ACBG1_HUMAN
Q96GR4,ZDH12_HUMAN
Q96GS4,BORC6_HUMAN
Q96GS6,AB17A_HUMAN
Q96GV9,MACIR_HUMAN
Q96GW7,PGCB_HUMAN
Q96GW9,SYMM_HUMAN
Q96GX1,TECT2_HUMAN
Q96GX5,GWL_HUMAN
Q96GX9,MTNB_HUMAN
Q96GY3,LIN37_HUMAN
Q96GZ6,S41A3_HUMAN
Q96H15,TIMD4_HUMAN
Q96H20,SNF8_HUMAN
Q96H22,CENPN_HUMAN
Q96H55,MYO19_HUMAN
Q96H72,S39AD_HUMAN
Q96H86,ZN764_HUMAN
Q96H96,COQ2_HUMAN
Q96HA1,P121A_HUMAN
Q96HA7,TONSL_HUMAN
Q96HA8,NTAQ1_HUMAN
Q96HA9,PX11C_HUMAN
Q96HB5,CC120_HUMAN
Q96HC4,PDLI5_HUMAN
Q96HD1,CREL1_HUMAN
Q96HD9,ACY3_HUMAN
Q96HE7,ERO1A_HUMAN
Q96HE8,TMM80_HUMAN
Q96HF1,SFRP2_HUMAN
Q96HH6,TMM19_HUMAN
Q96HH9,GRM2B_HUMAN
Q96HI0,SENP5_HUMAN
Q96HJ3,CCD34_HUMAN
Q96HJ5,MS4A3_HUMAN
Q96HN2,SAHH3_HUMAN
Q96HP0,DOCK6_HUMAN
Q96HR3,MED30_HUMAN
Q96HR8,NAF1_HUMAN
Q96HR9,REEP6_HUMAN
Q96HS1,PGAM5_HUMAN
